,review_cleaned_text,sentiment
1475,"['small', 'family', 'restaurant', 'fine', 'dining', 'establishment']",1
1476,"['toro', 'tartare', 'cavier', 'extraordinary', 'like', 'thinly', 'slice', 'wagyu', 'white', 'truffle']",1
1477,"['think', 'long', 'time']",0
1478,"['attach', 'gas', 'station', 'rarely', 'good', 'sign']",0
1479,['awesome'],1
1480,"['time', 'soon']",1
1481,"['menu', 'good', 'stuff', 'decide']",1
1482,"['bad', 'humiliate', 'worker', 'right', '..', 'bunch', 'horrible', 'calling']",0
1483,"['conclusion', 'fill', 'meal']",1
1484,"['daily', 'special', 'hit', 'group']",1
1485,"['tragedy', 'strike']",0
1486,"['pancake', 'good', 'pretty', 'large']",1
1487,"['crawfish', 'experience', 'delicious']",1
1488,"['monster', 'chicken', 'fry', 'steak', 'egg', 'time', 'favorite']",1
1489,"['waitress', 'sweet', 'funny']",1
1490,"['taste', 'mom', 'multi', 'grain', 'pumpkin', 'pancake', 'pecan', 'butter', 'amazing', 'fluffy', 'delicious']",1
1491,"['eat', 'airline', 'food', 'seriously']",0
1492,"['good', 'thing', 'place']",1
1493,"['ambiance', 'incredible']",1
1494,"['waitress', 'manager', 'friendly']",1
1495,"['recommend', 'place']",0
1496,"['overall', 'impressed', 'noca']",0
1497,"['gyro', 'basically', 'lettuce']",0
1498,"['terrible', 'service']",0
1499,"['thoroughly', 'disappointed']",0
1500,"['pasta', 'love', 'homemade', '/hand', 'pasta', 'thin', 'pizza']",1
1501,"['try', 'happy']",1
1502,"['far', 'best', 'cheesecurd']",1
1503,"['reasonably', 'price']",1
1504,"['perfect', 'night']",1
1505,"['food', 'good', 'typical', 'bar', 'food']",1
1506,['drive'],0
1507,"['glance', 'lovely', 'bakery', 'cafe', 'nice', 'ambiance', 'clean', 'friendly', 'staff']",1
1508,['think'],0
1509,"['point', 'finger', 'item', 'menu', 'order', 'disappoint']",1
1510,"['oh', 'thing', 'beauty', 'restaurant']",1
1511,[],1
1512,"['greasy', 'unhealthy', 'meal']",0
1513,['time'],0
1514,"['burger', 'amazing']",1
1515,"['similarly', 'delivery', 'man', 'word', 'apology', 'food', '45', 'minute', 'late']",0
1516,"['way', 'expensive']",0
1517,"['sure', 'order', 'dessert', 'need', 'pack', 'tiramisu', 'cannoli', 'die']",1
1518,"['time', 'wait']",1
1519,"['bartender', 'nice']",1
1520,"['good', 'tasty']",1
1521,"['place', 'thumb', '....', 'way']",1
1522,"['good', 'place', 'vegas', 'breakfast', 'check', 'sat', 'sun']",1
1523,"['love', 'authentic', 'mexican', 'food', 'want', 'bunch', 'interesting', 'delicious', 'meat', 'choose', 'need', 'try', 'place']",1
1524,"['terrible', 'management']",0
1525,"['excellent', 'new', 'restaurant', 'experienced', 'frenchman']",1
1526,"['zero', 'star', 'zero', 'star']",0
1527,"['great', 'steak', 'great', 'great', 'wine', 'amazing', 'dessert']",1
1528,"['bad', 'martini']",0
1529,"['steak', 'shrimp', 'opinion', 'good', 'entree', 'gc']",1
1530,"['opportunity', 'today', 'sample', 'amazing', 'pizza']",1
1531,"['wait', 'thirty', 'minute', 'seat', '8', 'vacant', 'table', 'folk', 'wait']",0
1532,"['yellowtail', 'carpaccio', 'melt', 'mouth', 'fresh']",1
1533,['try'],0
1534,"['eat', 'potato', 'find', 'stranger', 'hair']",0
1535,"['spicy', '..', 'perfect', 'actually']",1
1536,"['night', 'second', 'time', 'dining', 'happy', 'decide']",1
1537,"['hello', 'right']",0
1538,"['dessert', 'bit', 'strange']",0
1539,"['boyfriend', 'come', 'time', 'recent', 'trip', 'vegas', 'pleased', 'quality', 'food', 'service']",1
1540,"['recommend', 'place', 'wrong', 'donut', 'place']",1
1541,"['nice', 'ambiance']",1
1542,"['recommend', 'saving', 'room']",1
1543,"['guess', 'maybe', 'night', 'disgraceful']",0
1544,"['recent', 'experience', 'particular', 'location', 'good']",0
1545,"['know', 'like', 'restaurant']",0
1546,"['avoid', 'establishment']",0
1547,"['think', 'restaurant', 'suffer', 'try', 'hard']",0
1548,"['tapa', 'dish', 'delicious']",1
1549,"['heart', 'place']",1
1550,"['salad', 'bland', 'vinegrette', 'baby', 'green', 'heart', 'palm']",0
1551,"['feel', 'disgusting']",0
1552,"['good', 'time']",1
1553,"['believe', 'place', 'great', 'stop', 'huge', 'belly', 'hanker', 'sushi']",1
1554,"['generous', 'portion', 'great', 'taste']",1
1555,"['place', 'recommend', 'place']",0
1556,"['server', 'forth', 'time', 'help']",0
1557,"['food', 'delicious']",1
1558,"['hour', '...', 'seriously']",0
1559,"['consider', 'theft']",0
1560,"['eew', '...', 'location', 'need', 'complete', 'overhaul']",0
1561,"['recently', 'witness', 'poor', 'quality', 'management', 'guest']",0
1562,"['wait', 'wait', 'wait']",0
1563,"['come', 'check', 'regularly', 'excellent', 'service']",1
1564,"['server', 'super', 'nice', 'check', 'time']",1
1565,"['pizza', 'taste', 'old', 'super', 'chewy', 'good', 'way']",0
1566,"['swing', 'try', 'deeply', 'disappointed']",0
1567,"['service', 'good', 'company']",1
1568,"['staff', 'friendly', 'efficient']",1
1569,"['service', 'fan', 'quick', 'serve', 'nice', 'folk']",1
1570,"['boy', 'sucker', 'dry']",0
1571,['rate'],0
1572,"['look', 'authentic', 'thai', 'food']",0
1573,"['steak', '100', 'recommend']",1
1574,"['pull', 'car', 'wait', '15', 'minute', 'acknowledge']",0
1575,"['great', 'food', 'great', 'service', 'clean', 'friendly', 'setting']",1
1576,['assure'],1
1577,"['hate', 'thing', 'cheap', 'quality', 'black', 'olive']",0
1578,"['breakfast', 'perpare', 'great', 'beautiful', 'presentation', '3', 'giant', 'slice', 'toast', 'lightly', 'dust', 'powdered', 'sugar']",1
1579,"['kid', 'play', 'area', 'nasty']",0
1580,"['great', 'place', 'fo', 'eat']",1
1581,"['waitress', 'friendly', 'happy', 'accomodate', 'vegan', 'veggie', 'option']",1
1582,"['omg', 'feel', 'like', 'eat', 'thai', 'food', 'dish']",1
1583,"['extremely', 'crumby', 'pretty', 'tasteless']",0
1584,"['pale', 'color', 'instead', 'nice', 'char', 'flavor']",0
1585,"['crouton', 'taste', 'homemade', 'extra', 'plus']",1
1586,"['home', 'dry', 'damn', 'wing']",0
1587,"['regular', 'stop', 'trip', 'phoenix']",1
1588,"['enjoy', 'crema', 'café', 'expand', 'tell', 'friend', 'best', 'breakfast']",1
1589,"['good', 'money']",0
1590,"['miss', 'wish', 'philadelphia']",1
1591,"['got', 'sit', 'fairly', 'fast', 'end', 'wait', '40', 'minute', 'place', 'order', '30', 'minute', 'food', 'arrive']",0
1592,"['good', 'cheese', 'crisp', 'town']",1
1593,"['good', 'value', 'great', 'food', 'great', 'service']",1
1594,"['ask', 'satisfying', 'meal']",1
1595,"['food', 'good']",1
1596,['awesome'],1
1597,"['want', 'leave']",0
1598,"['drive', 'way', 'north', 'scottsdale', '...', 'bit', 'disappointed']",1
1599,['eat'],0
1600,"['....', 'owners', 'need', 'quit', 'soooooo', 'cheap', 'let', 'wrap', 'freaking', 'sandwich', 'paper']",0
1601,"['check', 'place', 'couple', 'year', 'ago', 'impressed']",0
1602,"['chicken', 'definitely', 'reheat', 'ok', 'wedge', 'cold', 'soggy']",0
1603,"['sorry', 'food', 'anytime', 'soon', ':(']",0
1604,"['absolute', 'visit']",1
1605,"['cow', 'tongue', 'cheek', 'taco', 'amazing']",1
1606,"['friend', 'like', 'bloody', 'mary']",0
1607,"['despite', 'hard', 'rate', 'business', 'actually', 'rare', '1', 'star']",0
1608,"['want', 'experience', 'good']",1
1609,['return'],0
1610,"['chicken', 'pho', 'taste', 'bland']",0
1611,['disappointing'],0
1612,"['grill', 'chicken', 'tender', 'yellow', 'saffron', 'seasoning']",1
1613,"['drive', 'mean', 'want', 'wait', 'half', 'hour', 'food', 'end', 'wait', 'wait']",0
1614,"['pretty', 'awesome', 'place']",1
1615,"['ambience', 'perfect']",1
1616,"['good', 'luck', 'rude', 'non', 'customer', 'service', 'focus', 'new', 'management']",0
1617,"['grandmother', 'roasted', 'chicken']",0
1618,"['ask', 'multiple', 'time', 'wine', 'list', 'time', 'ignore', 'hostess']",0
1619,"['staff', 'super', 'friendly', 'helpful', 'especially', 'cool', 'bring', 'small', 'boy', 'baby']",1
1620,"['star', 'food', 'guy', 'blue', 'shirt', 'great', 'vibe', 'let', 'eat']",1
1621,"['roast', 'beef', 'sandwich', 'taste', 'good']",1
1622,"['evening', 'drastically', 'sick']",0
1623,"['high', 'quality', 'chicken', 'chicken', 'caesar', 'salad']",1
1624,"['order', 'burger', 'rare', 'come']",0
1625,"['promptly', 'greet', 'seat']",1
1626,"['try', 'lunch', 'madhouse']",0
1627,"['prove', 'dead', 'wrong', 'sushi', 'bar', 'quality', 'great', 'service', 'fast', 'food', 'impeccable']",1
1628,"['wait', 'hour', 'seat', 'great', 'mood']",0
1629,"['good', 'joint']",1
1630,"['macaron', 'insanely', 'good']",1
1631,['eat'],0
1632,"['waiter', 'attentive', 'friendly', 'informative']",1
1633,"['maybe', 'cold', 'somewhat', 'edible']",0
1634,"['place', 'lot', 'promise', 'fail', 'deliver']",0
1635,"['bad', 'experience']",0
1636,['mistake'],0
1637,"['food', 'average']",0
1638,"['great', 'food']",1
1639,"['anytime', 'soon']",0
1640,"['disappointed', 'order', '35', 'big', 'bay', 'plater']",0
1641,"['great', 'place', 'relax', 'awesome', 'burger', 'beer']",1
1642,"['perfect', 'sit', 'family', 'meal', 'friend']",1
1643,"['flavor', 'poorly', 'construct']",0
1644,"['patio', 'seating', 'comfortable']",1
1645,"['fried', 'rice', 'dry']",0
1646,"['hand', 'favorite', 'italian', 'restaurant']",1
1647,"['scream', 'legit', 'book', '...', 'somethat', 'pretty', 'rare', 'vegas']",1
1648,"['fun', 'experience']",1
1649,"['atmosphere', 'great', 'lovely', 'duo', 'violinist', 'play', 'song', 'request']",1
1650,"['personally', 'love', 'hummus', 'pita', 'baklava', 'falafel', 'baba', 'ganoush', 'amazing', 'eggplant']",1
1651,"['convenient', 'stay', 'mgm']",1
1652,"['owner', 'super', 'friendly', 'staff', 'courteous']",1
1653,['great'],1
1654,"['eclectic', 'selection']",1
1655,"['sweet', 'potato', 'tot', 'good', 'onion', 'ring', 'perfection', 'close']",1
1656,"['staff', 'attentive']",1
1657,"['chef', 'generous', 'time', 'come', 'twice', 'picture']",1
1658,"['owner', 'use', 'work', 'nobu', 'place', 'similar', 'half', 'price']",1
1659,"['google', 'mediocre', 'imagine', 'smashburger', 'pop']",0
1660,[],0
1661,"['promise', 'disappoint']",1
1662,"['sushi', 'lover', 'avoid', 'place', 'mean']",0
1663,"['great', 'double', 'cheeseburger']",1
1664,"['awesome', 'service', 'food']",1
1665,"['fantastic', 'neighborhood', 'gem']",1
1666,['wait'],1
1667,"['plantain', 'bad', 'taste']",0
1668,"['great', 'place', 'highly', 'recommend']",1
1669,"['service', 'slow', 'attentive']",0
1670,"['5', 'star', '5', 'star']",1
1671,"['staff', 'spend', 'time', 'talk']",0
1672,"['dessert', 'panna', 'cotta', 'amazing']",1
1673,"['good', 'food', 'great', 'atmosphere.1']",1
1674,"['damn', 'good', 'steak']",1
1675,"['total', 'brunch', 'fail']",0
1676,"['price', 'reasonable', 'flavor', 'spot', 'sauce', 'home', 'slaw', 'drench', 'mayo']",1
1677,"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']",1
1678,"['steak', 'amazing', '...', 'rge', 'fillet', 'relleno', 'good', 'seafood', 'plate']",1
1679,"['good', 'food', 'good', 'service']",1
1680,"['absolutely', 'amazing']",1
1681,"['probably', 'honest']",0
1682,['definitely'],1
1683,"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich']",1
1684,"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothie', 'try', 'far', 'good']",1
1685,"['lunch', 'service', 'slow']",0
1686,"['place', 'walk', 'expect', 'amazing', 'quickly', 'disappointed']",0
1687,['mortify'],0
1688,['needless'],0
1689,"['anyways', 'food', 'definitely', 'fill', 'price', 'pay', 'expect']",0
1690,"['chip', 'come', 'dripping', 'grease', 'edible']",0
1691,"['impressed', 'strip', 'steak']",0
1692,"['2007', 'meal', 'awesome']",1
1693,"['server', 'nice', 'attentive', 'serve', 'staff']",1
1694,"['cashier', 'friendly', 'bring', 'food']",1
1695,"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrain', 'recommend', 'cibo', 'long']",0
1696,"['atmosphere', 'fun']",1
1697,['recommend'],0
1698,"['service', 'quick', 'order', 'like', 'like']",1
1699,"['mean', 'famous', 'fish', 'chip', 'terrible']",0
1700,"['mouth', 'belly', 'pleased']",1
1701,['thing'],0
1702,"['2', 'thumb']",1
1703,['read'],0
1704,"['love', 'grill', 'pizza', 'remind', 'legit', 'italian', 'pizza']",1
1705,"['pro', 'large', 'seating', 'area/', 'nice', 'bar', 'area/', 'great', 'simple', 'drink', 'menu/', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']",1
1706,"['nice', 'atmosphere']",1
1707,"['tonight', 'elk', 'filet', 'special', '...', 'suck']",0
1708,"['bite', 'hook']",1
1709,"['order', 'old', 'classic', 'new', 'dish', 'time', 'sorely', 'disappoint']",0
1710,"['cute', 'quaint', 'simple', 'honest']",1
1711,"['chicken', 'deliciously', 'season', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",1
1712,"['food', 'great', 'compliment', 'chef']",1
1713,"['special', 'thank', 'dylan', 't.', 'recommendation', 'order', ':)', 'yummy', 'tummy']",1
1714,"['awesome', 'selection', 'beer']",1
1715,"['great', 'food', 'awesome', 'service']",1
1716,"['nice', 'thing', 'add', 'gratuity', 'bill', 'party', 'large', '6', '8', 'expect', 'tip']",1
1717,"['fly', 'apple', 'juice', '..', 'fly']",0
1718,"['han', 'nan', 'chicken', 'tasty']",1
1719,"['service', 'think', 'good']",1
1720,"['food', 'barely', 'lukewarm', 'sit', 'wait', 'server', 'bring']",0
1721,"['ryan', 'bar', 'definitely', 'edinburgh', 'establishment', 'revisit']",0
1722,"['nice', 'chinese', 'restaurant']",1
1723,"['overall', 'like', 'food', 'service']",1
1724,"['serve', 'indian', 'naan', 'bread', 'hummus', 'spicy', 'pine', 'nut', 'sauce', 'world']",1
1725,"['probably', 'come', 'recommend']",0
1726,"['friend', 'pasta', '--', 'bad', 'barely', 'touch']",0
1727,"['try', 'airport', 'experience', 'tasty', 'food', 'speedy', 'friendly', 'service']",1
1728,"['love', 'decor', 'chinese', 'calligraphy', 'wall', 'paper']",1
1729,['complain'],1
1730,"['restaurant', 'clean', 'family', 'restaurant', 'feel']",1
1731,"['way', 'fry']",0
1732,"['sure', 'long', 'stand', 'long', 'begin', 'feel', 'awkwardly', 'place']",0
1733,"['open', 'sandwich', 'impressed', 'good', 'way']",0
1734,[],0
1735,"['warm', 'feeling', 'service', 'feel', 'like', 'guest', 'special', 'treat']",1
1736,"['extensive', 'menu', 'provide', 'lot', 'option', 'breakfast']",1
1737,"['order', 'vegetarian', 'menu', 'dinner', 'wide', 'array', 'option', 'choose']",1
1738,"['watch', 'price', 'inflate', 'portion', 'small', 'management', 'attitude', 'grow', 'rapidly']",0
1739,"['wonderful', 'lil', 'tapa', 'ambience', 'feel', 'warm', 'fuzzy', 'inside']",1
1740,"['enjoy', 'seafood', 'salad', 'fabulous', 'vinegrette']",1
1741,"['wonton', 'thin', 'thick', 'chewy', 'melt', 'mouth']",1
1742,"['level', '5', 'spicy', 'perfect', 'spice', 'whelm', 'soup']",1
1743,"['sit', 'right', 'time', 'server', 'fantastic']",1
1744,"['main', 'thing', 'enjoy', 'crowd', 'old', 'crowd', 'mid', '30']",0
1745,"['town', 'definitely', 'spot', 'hit']",1
1746,"['wait', '30', 'minute', 'drink', 'long', '2', 'arepa']",0
1747,"['great', 'place', 'eat']",1
1748,"['jalapeno', 'bacon', 'soooo', 'good']",1
1749,"['service', 'poor', 's', 'nice']",0
1750,"['food', 'good', 'service', 'good', 'price', 'good']",1
1751,"['place', 'clean', 'food', 'oh', 'stale']",0
1752,"['chicken', 'dish', 'ok', 'beef', 'like', 'shoe', 'leather']",0
1753,"['service', 'bad']",0
1754,['happy'],1
1755,"['taste', 'like', 'dirt']",0
1756,"['place', 'phoenix', 'definately']",1
1757,"['block', 'amazing']",1
1758,"['close', 'house', 'low', 'key', 'non', 'fancy', 'affordable', 'price', 'good', 'food']",1
1759,"['hot', 'sour', 'egg', 'flower', 'soups', 'absolutely', '5', 'star']",1
1760,"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']",0
1761,"['great', 'time', 'family', 'dinner', 'sunday', 'night']",1
1762,"['food', 'tasty', 'real', 'traditional', 'hunan', 'style']",0
1763,"['bother', 'slow', 'service']",0
1764,"['flair', 'bartender', 'absolutely', 'amazing']",1
1765,"['frozen', 'margarita', 'way', 'sugary', 'taste']",0
1766,"['good', 'order', 'twice']",1
1767,"['nutshell', '1', 'restaraunt', 'smell', 'like', 'combination', 'dirty', 'fish', 'market', 'sewer']",0
1768,"['girlfriend', 'veal', 'bad']",0
1769,"['unfortunately', 'good']",0
1770,"['pretty', 'satifying', 'experience']",1
1771,"['join', 'club', 'awesome', 'offer', 'email']",1
1772,"['perfect', 'like', 'beer', 'ice', 'cold', 'case', 'cold']",1
1773,"['bland', 'flavorless', 'good', 'way', 'describe', 'barely', 'tepid', 'meat']",0
1774,"['chain', 'fan', 'beat', 'place', 'easily']",0
1775,['nachos'],1
1776,['come'],0
1777,"['word', 'place', 'pretty']",1
1778,"['staff', 'super', 'nice', 'quick', 'crazy', 'crowd', 'downtown', 'jury', 'lawyer', 'court', 'staff']",1
1779,"['great', 'atmosphere', 'friendly', 'fast', 'service']",1
1780,"['receive', 'pita', 'huge', 'lot', 'meat', 'thumb']",1
1781,"['food', 'arrive', 'meh']",0
1782,"['pay', '7.85', 'hot', 'dog', 'fry', 'look', 'like', 'come', 'kid', 'meal', 'wienerschnitzel', 'idea', 'good', 'meal']",0
1783,"['classic', 'maine', 'lobster', 'roll', 'fantastic']",1
1784,"['brother', 'law', 'work', 'mall', 'eat', 'day', 'guess', 'sick', 'night']",0
1785,"['good', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'hold', 'night']",1
1786,"['chip', 'salsa', 'good', 'salsa', 'fresh']",1
1787,"['place', 'great']",1
1788,"['mediocre', 'food']",0
1789,"['inside', 'impress', 'place']",1
1790,"['super', 'pissd']",0
1791,"['service', 'super', 'friendly']",1
1792,"['sad', 'little', 'vegetable', 'overcooked']",0
1793,"['place', 'nice', 'surprise']",1
1794,"['golden', 'crispy', 'delicious']",1
1795,"['high', 'hope', 'place', 'burger', 'cook', 'charcoal', 'grill', 'unfortunately', 'taste', 'fall', 'flat', 'way', 'flat']",0
1796,"['eat', 'bruschetta', 'day', 'devine']",1
1797,"['single', 'employee', 'come', 'ok', 'need', 'water', 'refill', 'finally', 'serve', 'food']",0
1798,"['lastly', 'mozzarella', 'stick', 'good', 'thing', 'order']",1
1799,"['time', 'come', 'amazing', 'experience', 'tell', 'people', 'awesome', 'duck']",1
1800,"['server', 'negligent', 'need', 'feel', 'unwelcome', '...', 'suggest', 'place']",0
1801,"['service', 'terrible']",0
1802,"['place', 'overprice', 'consistent', 'boba', 'overpriced']",0
1803,['pack'],0
1804,"['dessert', 'yummy']",1
1805,"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']",1
1806,"['bad', 'bad', 'officially']",0
1807,"['place', 'honestly', 'blow']",0
1808,"['definitely', 'eat']",0
1809,"['waste', 'money']",0
1810,"['love', 'food', 'nice', 'plastic', 'container', 'oppose', 'cram', 'little', 'paper', 'takeout', 'box']",1
1811,"['crêpe', 'delicate', 'thin', 'moist']",1
1812,"['awful', 'service']",0
1813,[],0
1814,"['food', 'quality', 'horrible']",0
1815,"['price', 'think', 'place']",0
1816,"['service', 'fair']",0
1817,"['love', 'sushi', 'find', 'kabuki', 'price', 'hip', 'service']",0
1818,"['favor', 'stay', 'away', 'dish']",0
1819,"['poor', 'service']",0
1820,"['table', 'think', 'food', 'average', 'worth', 'wait']",0
1821,"['good', 'service', 'food', 'maria', 'server', 'good', 'friendly', 'day']",1
1822,['excellent'],1
1823,"['pay', 'bill', 'tip', 'feel', 'server', 'terrible', 'job']",0
1824,"['lunch', 'great', 'experience']",1
1825,"['bland', 'food', 'surprise', 'consider', 'article', 'read', 'focus', 'spice', 'flavor']",0
1826,"['food', 'way', 'overprice', 'portion', 'fuck', 'small']",0
1827,"['recently', 'try', 'caballero', 'week']",1
1828,"['40', 'buck', 'head', 'expect', 'food']",0
1829,"['food', 'come', 'good', 'pace']",1
1830,"['eat', 'twice', 'visit', 'especially', 'enjoy', 'salmon', 'salad']",1
1831,"['believe', 'dirty', 'oyster']",0
1832,"['place', 'deserve', 'star']",0
1833,"['fact', 'round', '4', 'star', 'awesome']",1
1834,"['disbelief', 'dish', 'qualified', 'bad', 'version', 'food', 'taste']",0
1835,"['bad', 'day', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dish']",0
1836,"['potato', 'great', 'biscuit']",1
1837,['probably'],0
1838,"['flavorful', 'perfect', 'heat']",1
1839,"['price', 'reasonable', 'service', 'great']",1
1840,"['wife', 'hate', 'meal', 'coconut', 'shrimp', 'friend', 'enjoy', 'meal']",0
1841,"['fella', 'huevos', 'ranchero', 'look', 'appealing']",0
1842,"['happy', 'hour', 'great', 'list', 'wine']",1
1843,"['buffet', 'pricey', 'think', 'pay', 'place', 'lot']",1
1844,"['probably', 'come']",0
1845,"['bad', 'food', 'service']",0
1846,"['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",1
1847,"['talk', 'great', 'customer', 'service', 'course']",1
1848,"['hot', 'dish', 'hot', 'cold', 'dish', 'close', 'room', 'temp', 'watch', 'staff', 'prepare', 'food', 'bare', 'hand', 'glove', 'deep', 'fry', 'oil']",0
1849,"['love', 'fry', 'bean']",1
1850,"['pleasure', 'deal']",1
1851,"['plethora', 'salad', 'sandwich', 'try', 'seal', 'approval']",1
1852,"['place', 'awesome', 'want', 'light', 'healthy', 'summer']",1
1853,"['sushi', 'strip', 'place']",1
1854,"['service', 'great', 'manager', 'come', 'help', 'table']",1
1855,"['feel', 'dining', 'room', 'college', 'cooking', 'course', 'high', 'class', 'dining', 'service', 'slow']",0
1856,"['start', 'review', 'star', 'edit']",0
1857,"['bad', 'sushi', 'eat', 'costco']",0
1858,"['excellent', 'restaurant', 'highlight', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']",1
1859,"['boyfriend', 'sit', 'bar', 'completely', 'delightful', 'experience']",1
1860,"['weird', 'vibe', 'owner']",0
1861,"['hardly', 'meat']",0
1862,"['bagel', 'grocery', 'store']",0
1863,"['place', 'gyros']",1
1864,"['love', 'owner', 'chef', 'authentic', 'japanese', 'cool', 'dude']",1
1865,"['burger', 'good', 'pizza', 'use', 'amazing', 'doughy', 'flavorless']",0
1866,"['find', 'inch', 'long', 'piece', 'wire', 'salsa']",0
1867,"['service', 'terrible', 'food', 'mediocre']",0
1868,"['definately', 'enjoy']",1
1869,"['order', 'albondigas', 'soup', 'warm', 'taste', 'like', 'tomato', 'soup', 'frozen', 'meatball']",0
1870,"['different', 'occasion', 'ask', 'medium', 'time', 'bloody', 'piece', 'meat', 'plate']",0
1871,"['bite', 'refuse', 'eat', 'anymore']",0
1872,"['service', 'extremely', 'slow']",0
1873,"['20', 'minute', 'wait', 'table']",0
1874,"['seriously', 'killer', 'hot', 'chai', 'latte']",1
1875,"['allergy', 'warning', 'menu', 'waitress', 'absolutely', 'clue', 'meal', 'contain', 'peanut']",0
1876,"['boyfriend', 'try', 'mediterranean', 'chicken', 'salad', 'fall', 'love']",1
1877,"['rotate', 'beer', 'tap', 'highlight', 'place']",1
1878,"['pricing', 'bit', 'concern', 'mellow', 'mushroom']",0
1879,"['bad', 'thai']",0
1880,"['stay', 'vegas', 'breakfast']",1
1881,"['want', 'server', 'great', 'perfect', 'service']",1
1882,"['pizza', 'selection', 'good']",1
1883,"['strawberry', 'tea', 'good']",1
1884,"['highly', 'unprofessional', 'rude', 'loyal', 'patron']",0
1885,"['overall', 'great', 'experience']",1
1886,"['spend', 'money']",0
1887,"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pat', 'butter', '...', 'mmmm', '...']",1
1888,"['buffet', 'bellagio', 'far', 'anticipate']",0
1889,"['drink', 'weak', 'people']",0
1890,"['-my', 'order', 'correct']",0
1891,"['feel', 'like', 'chip', 'buy', 'house']",0
1892,"['disappointing', 'dinner', 'dessert']",0
1893,"['chip', 'sal', 'amazing']",1
1894,['return'],0
1895,"['new', 'fav', 'vegas', 'buffet', 'spot']",1
1896,"['seriously', 'believe', 'owner', 'unexperienced', 'employee', 'run', 'like', 'chicken', 'head', 'cut']",0
1897,['sad'],0
1898,"['feel', 'insulted', 'disrespect', 'talk', 'judge', 'human', 'like']",0
1899,"['steakhouse', 'properly', 'cook', 'steak', 'understand']",0
1900,"['impressed', 'concept', 'food']",0
1901,"['thing', 'crazy', 'guacamole', 'like', 'puréed']",0
1902,"['postinos', 'hope', 'experience']",0
1903,"['food', 'poisoning', 'buffet']",0
1904,"['bring', 'fresh', 'batch', 'fry', 'think', 'yay', 'warm']",0
1905,"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'big', 'fail', 'entire', 'trip']",0
1906,"['needless', 'anytime', 'soon']",0
1907,"['place', 'disgusting']",0
1908,"['time', 'eat', 'caring', 'teamwork', 'professional', 'degree']",1
1909,"['ri', 'style', 'calamari', 'joke']",0
1910,"['garlic', 'fondue', 'barely', 'edible']",0
1911,"['barely', 'stomach', 'meal', 'complain', 'business', 'lunch']",0
1912,"['bad', 'lose', 'heart', 'finish']",0
1913,"['forever', 'bring', 'check', 'ask']",0
1914,"['scene', 'restaurant', '...', 'definitely', 'lose', 'love']",0
1915,"['disappointing', 'experience']",0
1916,"['food', 'par', 'denny', 'good']",0
1917,"['want', 'wait', 'mediocre', 'food', 'downright', 'terrible', 'service', 'place']",0
1918,"['waaaaaayyyyyyyyyy', 'rate']",0
1919,[],0
1920,"['place', 'fairly', 'clean', 'food', 'simply', 'worth']",0
1921,"['place', 'lack', 'style']",0
1922,"['sangria', 'half', 'glass', 'wine', '12', 'ridiculous']",0
1923,"['bother', 'come']",0
1924,"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pull', 'pork']",0
1925,"['building', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'eat']",0
1926,"['equally', 'awful']",0
1927,"['probably', 'hurry']",0
1928,"['slow', 'seat', 'reservation']",0
1929,"['good', 'stretch', 'imagination']",0
1930,"['cashew', 'cream', 'sauce', 'bland', 'vegetable', 'undercooke']",0
1931,"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'thin', 'water', 'heat']",0
1932,"['bit', 'sweet', 'spicy', 'lack', 'flavor']",0
1933,['disappointed'],0
1934,"['place', 'horrible', 'way', 'overprice']",0
1935,"['maybe', 'vegetarian', 'fare', 'twice', 'think', 'average']",0
1936,"['busy', 'know']",0
1937,"['table', 'outside', 'dirty', 'lot', 'time', 'worker', 'friendly', 'helpful', 'menu']",0
1938,"['ambiance', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",0
1939,"['con', 'spotty', 'service']",0
1940,"['fry', 'hot', 'burger']",0
1941,"['come', 'cold']",0
1942,"['food', 'come', 'disappointment', 'ensue']",0
1943,"['real', 'disappointment', 'waiter']",0
1944,"['husband', 'rude', '...', 'apologize', 'bad', 'food']",0
