,Customer_id,Phone,OnlineSecurity,OnlineBackup,TechSupport,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,DSL,Fiber Optic
8125,I761396,1,1,1,0,0,0,1,0,0,1
8126,K613908,0,0,0,1,0,1,1,1,0,0
8127,L927632,1,0,1,1,0,1,1,1,0,1
8128,G616093,0,0,0,0,0,1,1,0,0,1
8129,A273212,1,0,0,0,1,1,0,1,0,1
8130,I496795,1,1,0,1,1,0,0,1,0,1
8131,U795376,1,1,1,0,1,1,0,0,0,1
8132,T895288,1,0,0,0,1,1,0,1,0,1
8133,R12402,1,1,0,1,1,1,0,0,0,0
8134,G73603,1,0,0,1,0,1,0,1,0,1
8135,B836957,1,0,1,1,1,0,0,0,0,1
8136,E557858,1,1,0,0,1,1,0,0,0,1
8137,E515712,0,0,0,1,0,1,0,0,1,0
8138,A940663,1,0,0,0,0,1,0,0,0,0
8139,G336446,1,0,1,0,0,1,1,1,1,0
8140,U386699,1,0,0,1,0,1,1,0,1,0
8141,V21751,1,1,1,0,0,0,1,0,1,0
8142,D996350,1,0,0,0,0,1,0,1,0,1
8143,Z999359,1,0,0,1,1,1,1,1,1,0
8144,J610196,1,0,1,0,1,0,1,0,0,0
8145,S769950,1,0,0,1,1,1,0,1,0,1
8146,B143750,1,0,0,0,0,0,0,0,1,0
8147,D836032,1,0,0,0,0,0,0,1,0,0
8148,D290234,1,0,1,0,0,0,0,1,0,1
8149,D780864,0,0,1,0,0,1,1,1,0,1
8150,N286764,1,0,1,1,0,1,1,1,0,1
8151,Q941225,1,1,1,0,0,0,1,0,0,1
8152,F371335,1,0,0,0,0,1,0,0,0,1
8153,E229160,1,0,1,0,1,0,1,0,1,0
8154,F745735,1,1,0,1,0,1,1,1,1,0
8155,E505445,1,0,1,1,0,1,0,0,0,1
8156,C00331,1,0,1,1,1,1,1,1,1,0
8157,N07725,0,1,1,0,1,1,0,0,0,0
8158,S467721,1,0,0,1,1,1,1,1,1,0
8159,S530763,1,1,1,1,1,1,1,0,0,1
8160,J821112,1,0,1,0,1,0,1,0,0,1
8161,H572927,1,0,0,1,0,1,0,0,0,0
8162,J06852,1,0,0,1,0,1,0,0,1,0
8163,P261871,1,1,0,0,0,1,1,1,0,1
8164,I258873,1,0,1,0,1,0,0,0,1,0
8165,Z702346,1,0,0,0,0,1,1,1,1,0
8166,K995518,1,0,1,1,0,0,0,1,0,1
8167,T24419,1,1,0,0,0,0,1,1,0,1
8168,T727607,1,0,1,1,0,0,1,0,1,0
8169,B644010,1,0,0,1,0,1,0,1,0,1
8170,A811650,0,0,1,0,0,0,0,0,0,1
8171,V645531,1,0,1,1,0,1,0,0,1,0
8172,S82041,1,1,1,1,1,1,0,1,0,1
8173,C367217,0,0,0,0,1,1,0,0,0,0
8174,Y740314,0,0,1,0,1,1,1,1,0,1
8175,Y260658,1,0,0,0,1,1,0,1,0,0
8176,A812234,1,0,1,0,0,1,0,1,0,0
8177,O392781,1,0,0,0,0,0,0,1,1,0
8178,Z600736,1,0,1,0,1,0,0,1,1,0
8179,Q605275,1,0,0,0,1,0,1,0,1,0
8180,P127304,1,0,1,0,1,1,0,0,0,1
8181,X955722,1,1,0,0,0,0,1,1,1,0
8182,P803103,0,1,1,0,1,0,0,1,0,1
8183,T293484,1,1,1,0,0,1,1,0,0,0
8184,C726463,1,1,0,0,1,1,1,0,1,0
8185,B74964,1,0,0,1,1,0,0,1,0,1
8186,N925899,1,0,1,0,0,1,0,1,0,0
8187,W766369,1,0,0,1,0,0,1,0,1,0
8188,A849397,1,1,0,0,1,0,0,1,1,0
8189,M572384,1,0,0,1,0,1,0,0,0,1
8190,Y555946,0,0,0,1,1,1,1,1,0,0
8191,Q77142,1,1,0,0,1,0,0,1,0,1
8192,U218866,1,1,0,1,0,1,0,0,1,0
8193,X392150,1,1,0,1,0,0,0,1,1,0
8194,H44622,1,1,0,1,1,0,0,1,1,0
8195,M319987,1,0,1,1,1,0,1,0,0,1
8196,P861928,1,1,1,1,0,1,1,1,0,1
8197,V729031,1,0,0,0,0,0,0,1,0,1
8198,M715764,1,0,1,0,0,0,1,0,0,1
8199,Q46672,1,0,0,0,1,1,1,0,0,1
8200,C697741,1,1,1,0,0,0,0,0,0,1
8201,H372061,1,0,1,0,0,0,0,1,0,1
8202,K493530,1,0,0,0,0,1,0,1,1,0
8203,A48668,1,1,0,1,1,1,0,1,1,0
8204,Z742527,1,1,0,0,0,1,1,1,1,0
8205,W520409,1,0,1,1,1,1,0,1,0,1
8206,S193458,1,0,1,0,1,1,1,1,0,0
8207,S257413,1,0,0,0,0,0,0,1,0,1
8208,Z765151,0,1,0,0,0,0,0,0,1,0
8209,W794512,1,1,1,0,1,1,1,0,0,1
8210,Z153423,1,1,0,0,1,1,0,1,0,1
8211,S268098,0,1,0,0,0,1,1,1,0,1
8212,M892824,1,0,0,0,0,0,0,1,1,0
8213,B41405,1,0,0,0,0,0,0,1,1,0
8214,S591549,1,0,0,1,1,1,1,0,0,0
8215,H584520,1,0,0,0,1,1,1,0,0,1
8216,G973898,1,0,1,0,1,0,0,1,0,0
8217,T560412,1,0,1,1,1,1,1,1,1,0
8218,U303089,1,0,1,0,1,1,0,1,1,0
8219,W449612,1,1,1,0,1,0,1,1,0,1
8220,F384568,1,1,0,0,1,0,1,1,1,0
8221,A04830,1,1,0,0,1,1,1,1,1,0
8222,O574674,1,1,0,1,0,0,1,1,0,1
8223,P859987,0,1,0,1,0,1,1,0,0,1
8224,Z996577,1,1,0,1,0,1,0,1,0,1
8225,Y715945,1,1,0,0,0,0,1,1,1,0
8226,X46834,1,0,1,0,1,0,0,0,0,1
8227,T806687,1,0,1,1,1,0,1,1,0,0
8228,T346518,1,0,0,1,1,0,0,0,0,1
8229,E496789,1,1,1,0,0,0,0,0,1,0
8230,Y987315,1,0,0,1,0,1,1,1,0,1
8231,Q517071,0,1,1,1,0,1,1,1,1,0
8232,V822855,1,0,1,0,0,0,1,0,0,1
8233,H63433,1,1,0,0,0,0,1,1,1,0
8234,W129762,0,0,1,1,0,0,1,0,1,0
8235,K334096,1,0,0,0,1,1,0,1,0,1
8236,G912511,1,1,1,1,0,1,1,1,1,0
8237,X785371,1,1,1,1,1,0,0,1,1,0
8238,W986721,1,0,0,0,0,0,1,0,1,0
8239,E661654,1,1,1,1,1,0,0,1,0,1
8240,P721661,1,0,0,1,0,0,1,0,0,1
8241,L691713,1,0,1,0,0,1,0,1,0,1
8242,C288668,0,0,1,0,0,1,0,0,0,1
8243,R716458,1,0,1,1,1,1,1,1,0,1
8244,M494039,1,0,1,0,1,1,1,0,0,1
8245,C450994,1,0,0,0,1,1,1,1,1,0
8246,V650172,1,0,0,0,1,1,0,0,0,1
8247,O934927,1,0,0,1,1,0,0,0,0,1
8248,H866338,1,0,0,0,1,1,1,0,0,0
8249,D477172,1,0,0,0,1,0,0,1,0,1
8250,V624141,1,0,1,0,0,0,1,1,0,1
8251,P639279,1,0,1,1,0,1,0,1,0,1
8252,U376096,1,0,1,1,0,0,1,1,1,0
8253,Q08338,1,0,1,0,0,1,0,1,1,0
8254,K986985,1,0,1,0,0,0,0,1,0,1
8255,E204987,1,1,0,0,0,1,1,1,0,1
8256,L682106,1,0,1,1,0,0,1,0,0,1
8257,G59211,1,0,1,0,1,1,1,1,0,1
8258,T590890,1,1,1,0,0,1,1,1,1,0
8259,K858387,1,0,0,0,0,0,0,0,0,1
8260,T203673,0,0,1,0,0,0,1,0,0,0
8261,M966711,1,1,0,0,1,0,0,1,1,0
8262,Q579568,1,1,0,0,0,1,0,0,1,0
8263,T898110,1,1,1,1,1,0,1,1,0,1
8264,V85177,1,0,1,1,1,1,0,0,0,1
8265,K399257,0,0,1,0,0,1,1,1,0,1
8266,K379806,1,1,1,0,0,1,1,0,0,1
8267,R818704,1,1,1,0,1,1,1,0,0,1
8268,T545830,0,1,1,1,0,0,0,0,0,1
8269,G421530,1,1,0,0,0,1,0,1,0,1
8270,Z112267,1,1,1,1,1,1,0,1,1,0
8271,S289971,1,0,1,1,1,0,1,1,1,0
8272,E833651,1,0,1,1,1,1,0,1,0,0
8273,L615653,1,1,0,1,1,1,1,0,0,0
8274,V33143,1,0,0,1,0,0,0,1,0,0
8275,D381287,1,0,0,0,1,0,1,1,1,0
8276,V502095,1,0,0,0,0,0,1,1,0,1
8277,M543828,1,0,1,1,0,1,1,0,1,0
8278,U426077,1,1,1,0,1,1,0,1,0,1
8279,W536728,1,0,1,0,0,0,0,0,0,1
8280,F853511,1,1,0,1,1,1,1,0,0,1
8281,H421614,1,1,0,0,1,0,0,1,1,0
8282,R425303,1,0,0,0,0,1,1,1,0,1
8283,O265761,1,0,0,0,1,1,1,0,0,1
8284,C764614,1,1,0,1,1,1,0,0,0,0
8285,X262381,1,0,0,0,0,1,1,1,1,0
8286,Z709323,1,1,1,0,0,0,0,1,0,0
8287,T412362,1,0,0,0,1,1,0,0,0,1
8288,Z12981,1,1,0,0,0,0,0,1,0,1
8289,J19867,1,1,0,0,0,0,0,1,0,1
8290,Y824371,1,0,1,0,0,1,1,1,0,0
8291,T420833,1,1,1,0,0,0,1,0,0,1
8292,Z135149,1,1,0,0,0,0,1,0,0,0
8293,Y452565,1,1,0,0,0,1,1,0,0,0
8294,U859942,1,1,1,0,0,0,1,1,1,0
8295,D683409,1,0,0,1,1,1,0,0,1,0
8296,O47416,1,1,0,0,0,0,0,1,0,1
8297,E529202,1,0,0,0,1,0,1,1,0,1
8298,K145675,1,0,0,0,0,1,0,1,0,1
8299,R458698,1,0,0,0,0,0,0,0,1,0
8300,H233450,1,1,1,0,0,1,1,0,1,0
8301,A59966,1,0,1,0,1,0,1,0,0,1
8302,D139779,1,0,1,0,0,0,0,1,1,0
8303,X218433,1,1,0,0,0,1,1,1,0,0
8304,Q917221,1,0,0,1,0,0,0,0,0,1
8305,V405018,1,0,0,1,0,1,1,0,0,1
8306,S122516,1,0,1,0,0,0,0,0,0,1
8307,W528695,1,0,1,0,0,0,0,0,0,1
8308,F965908,1,0,0,0,0,1,1,1,1,0
8309,O769028,1,1,1,0,1,0,0,0,0,0
8310,B25572,1,0,0,0,0,1,1,0,1,0
8311,Z558216,0,1,1,0,0,1,1,1,0,1
8312,F995738,1,1,0,0,0,1,1,0,0,1
8313,N582962,1,0,0,0,0,1,0,1,1,0
8314,L862133,1,0,0,1,0,1,0,1,0,1
8315,O836447,1,1,1,1,1,0,0,0,0,1
8316,X773584,1,1,0,1,1,1,0,1,0,0
8317,V316925,0,0,1,0,0,1,1,1,0,1
8318,Y349097,1,1,1,1,0,0,1,1,0,0
8319,V08639,1,0,1,0,0,0,1,1,0,1
8320,Y465694,1,1,1,0,1,1,1,0,0,1
8321,Z399108,1,0,0,0,0,1,1,1,0,0
8322,P496804,1,1,0,0,0,1,1,0,0,1
8323,T976152,1,0,0,0,1,0,1,0,0,1
8324,X497460,1,1,1,0,0,0,1,1,0,1
8325,U781970,1,1,0,0,0,0,0,1,1,0
8326,T220266,1,0,1,0,0,1,0,0,1,0
8327,R349356,1,0,1,0,1,1,0,0,0,1
8328,E585594,1,1,0,0,0,1,0,1,0,1
8329,T802642,1,0,0,0,1,0,0,0,0,0
8330,C628526,1,0,0,0,0,1,1,0,0,0
8331,V779868,1,0,0,1,0,0,0,0,0,1
8332,V852074,1,0,0,1,1,0,0,1,1,0
8333,J891959,1,0,1,1,0,1,1,1,0,0
8334,S664878,1,1,0,1,0,1,0,1,1,0
8335,T122908,1,1,0,0,0,1,1,0,0,1
8336,N132794,1,0,1,0,1,1,1,0,1,0
8337,N853478,1,0,0,0,0,0,0,0,1,0
8338,N21122,1,0,0,0,1,0,0,0,0,1
8339,Q272593,1,1,1,1,0,0,1,1,0,1
8340,K446948,1,0,0,1,0,1,0,1,0,1
8341,O852356,1,0,0,1,0,0,0,1,0,1
8342,W901724,1,0,1,0,0,0,1,1,0,1
8343,X451330,1,0,0,1,0,1,0,1,0,0
8344,H825036,1,0,1,0,0,0,1,1,0,0
8345,T846054,1,1,1,0,0,0,0,0,1,0
8346,N960316,1,1,1,0,1,1,1,1,0,0
8347,D95583,1,0,1,0,0,0,0,0,0,1
8348,U935536,0,1,0,1,1,0,1,0,0,1
8349,T853936,1,1,0,1,0,0,0,1,0,1
8350,T364930,1,0,0,1,0,0,0,0,0,0
8351,C530000,1,0,0,1,0,1,0,1,1,0
8352,U836701,1,0,0,0,0,1,0,1,0,1
8353,C125598,0,0,1,0,0,0,1,1,1,0
8354,C585619,1,0,0,1,0,1,0,1,1,0
8355,D702658,1,1,0,0,1,0,1,1,0,1
8356,X896373,1,0,0,0,0,1,1,1,0,1
8357,G668616,1,0,1,1,1,1,0,1,0,1
8358,C843114,1,0,1,1,0,1,0,1,0,0
8359,Z351303,1,0,1,0,1,0,0,0,0,1
8360,F679245,1,0,0,0,1,1,0,1,1,0
8361,R398309,1,1,1,0,0,1,0,1,0,1
8362,D522183,1,1,1,0,0,0,1,1,0,1
8363,A206123,1,0,0,0,0,0,0,1,1,0
8364,K637432,1,0,0,1,0,1,0,0,0,0
8365,Q926339,1,0,1,0,0,0,0,1,0,1
8366,T105381,0,1,1,1,0,0,0,1,0,1
8367,L593727,1,0,1,1,1,0,0,1,0,1
8368,V173338,1,1,1,0,1,0,1,1,1,0
8369,U606583,0,0,0,1,0,0,0,1,1,0
8370,G215973,1,0,0,0,1,1,1,1,0,0
8371,B319628,0,0,1,0,0,1,1,0,1,0
8372,H633094,0,0,1,0,0,0,1,1,0,1
8373,L108717,1,1,1,1,1,1,0,0,0,0
8374,S302176,1,0,1,1,0,0,1,0,1,0
8375,J535647,0,0,0,0,0,0,0,1,0,1
8376,G598131,1,1,0,0,1,1,1,0,1,0
8377,E338308,1,0,0,0,0,1,1,0,0,1
8378,S596284,1,0,0,0,1,0,1,0,0,1
8379,O931429,1,0,0,0,1,0,0,0,0,1
8380,A415870,1,0,1,0,0,0,0,1,1,0
8381,V111312,1,1,0,1,1,0,0,1,0,1
8382,B424640,1,1,1,0,0,0,0,1,0,1
8383,V914507,1,0,0,0,0,0,0,1,1,0
8384,X52150,0,1,1,0,0,1,0,0,0,1
8385,N263562,1,0,0,1,0,1,1,1,0,1
8386,F371642,1,0,0,0,0,1,0,0,1,0
8387,V463431,1,1,0,0,0,0,0,1,1,0
8388,I552955,1,0,0,0,1,0,0,1,1,0
8389,T813428,1,0,0,0,0,0,0,0,0,0
8390,Q118737,1,1,1,1,1,1,1,0,1,0
8391,R486479,1,1,1,0,0,0,1,0,1,0
8392,T174066,1,0,1,0,0,0,1,0,0,1
8393,V249937,1,0,0,0,0,0,1,1,0,0
8394,G946463,1,1,1,0,1,0,1,0,0,1
8395,R836772,1,1,1,1,0,1,0,1,0,1
8396,X789375,1,0,1,1,1,1,1,1,1,0
8397,V142415,1,1,1,0,0,1,1,1,0,0
8398,Z968343,1,1,1,0,0,0,1,0,0,0
8399,P471639,1,0,0,0,0,1,0,0,1,0
8400,W964977,1,0,1,0,0,0,1,1,0,0
8401,W365170,1,1,0,0,0,0,0,1,0,1
8402,P802061,1,0,0,0,1,0,1,0,0,1
8403,Z580866,1,0,1,0,0,1,0,0,0,0
8404,O383133,1,0,0,0,0,0,1,1,1,0
8405,Z247475,1,0,0,1,1,1,0,0,0,0
8406,W603761,1,0,0,0,1,1,1,1,0,1
8407,D384724,1,0,1,1,1,0,1,0,0,0
8408,A430952,1,1,0,0,0,0,1,1,0,0
8409,Q848470,1,0,0,1,0,0,0,0,0,0
8410,U26172,0,1,0,0,1,1,1,1,0,1
8411,V161009,1,0,0,1,0,1,1,1,0,1
8412,Y476794,1,0,0,0,1,0,0,1,1,0
8413,Q981830,1,0,0,1,0,0,0,1,1,0
8414,C908760,1,1,0,0,0,1,1,1,0,1
8415,V438879,1,1,0,1,0,0,1,1,0,1
8416,U892775,1,1,0,1,1,0,1,1,1,0
8417,K234189,0,0,0,0,1,0,1,1,0,1
8418,X515591,1,1,0,0,1,1,0,1,1,0
8419,H878507,1,0,0,0,0,0,0,1,0,0
8420,Q951171,1,1,0,0,0,1,1,1,0,1
8421,A508226,1,0,1,0,0,0,1,0,1,0
8422,G629174,1,0,0,1,0,1,1,0,0,1
8423,B488148,1,0,0,1,1,0,1,0,0,1
8424,I220296,1,1,0,0,1,1,0,1,1,0
8425,N580999,1,0,0,0,1,0,1,0,1,0
8426,I309319,1,1,0,1,0,0,1,0,0,0
8427,R577652,1,0,0,0,0,1,1,1,1,0
8428,U559614,1,0,0,0,1,1,0,1,0,0
8429,K260487,1,0,0,0,0,1,0,0,1,0
8430,B918969,1,0,1,0,0,1,1,0,0,1
8431,A753189,1,1,1,1,1,0,1,1,0,0
8432,S631680,1,0,0,0,1,1,1,0,0,0
8433,D665731,1,0,0,1,0,0,0,1,0,1
8434,N531201,1,1,1,0,0,0,0,1,0,1
8435,N731402,1,1,1,0,1,0,1,0,1,0
8436,B525987,1,1,0,1,0,1,1,1,1,0
8437,U565222,1,0,1,0,1,0,1,1,0,1
8438,B816555,1,1,0,0,1,1,1,1,0,0
8439,X359321,1,0,1,0,1,1,1,1,0,1
8440,Q103360,1,1,0,0,0,0,1,0,0,1
8441,V807781,1,0,0,0,0,0,0,1,0,0
8442,W166540,1,1,0,0,1,1,1,1,1,0
8443,Z746394,1,0,1,1,1,0,0,1,0,1
8444,S248032,1,0,1,1,0,1,0,0,1,0
8445,N306950,1,0,0,1,0,0,0,1,0,0
8446,G217247,1,0,0,0,1,0,1,0,0,1
8447,R655332,1,0,1,0,0,0,0,0,1,0
8448,D84377,1,1,1,0,1,0,1,0,1,0
8449,V205649,1,0,1,1,1,1,1,0,0,1
8450,L944578,1,0,1,0,0,1,0,1,1,0
8451,E324565,1,0,1,0,1,0,1,1,0,0
8452,I889643,1,0,0,0,0,1,0,1,1,0
8453,M447069,1,0,1,1,1,1,1,0,0,1
8454,K963843,1,1,1,0,1,0,1,1,0,1
8455,U825707,1,0,1,1,1,1,1,1,0,0
8456,F229213,1,0,0,1,1,0,0,0,0,1
8457,C364813,1,1,1,0,1,1,1,0,0,1
8458,Y98868,1,1,0,0,0,1,1,0,0,1
8459,S510657,1,0,0,0,1,0,0,0,1,0
8460,E11476,1,1,1,0,1,0,1,1,0,1
8461,H995944,0,0,0,0,0,1,1,0,0,1
8462,F112601,1,0,1,1,1,1,1,1,1,0
8463,V632030,1,0,0,0,0,1,0,1,1,0
8464,A516936,1,1,0,1,0,1,0,1,0,0
8465,V412148,1,0,0,1,1,0,1,0,0,0
8466,Z193166,1,0,1,1,1,1,1,1,1,0
8467,I873153,1,0,1,0,1,0,0,1,0,0
8468,T59719,1,0,1,1,0,1,0,1,1,0
8469,O492751,1,0,1,0,0,0,1,1,0,0
8470,I38410,1,0,0,0,0,0,1,0,0,1
8471,O406255,1,1,0,0,0,0,0,1,1,0
8472,C742082,1,1,1,0,1,0,1,1,0,0
8473,F878212,1,0,0,0,1,1,1,1,0,0
8474,T731870,1,1,1,1,1,0,0,0,0,1
8475,C883014,1,1,1,1,1,1,0,1,0,1
8476,D349985,0,1,1,1,1,0,0,1,0,0
8477,I765697,1,0,0,0,1,1,0,1,0,0
8478,L280248,1,1,1,0,0,1,0,1,0,0
8479,V204161,1,1,0,0,0,1,1,0,1,0
8480,J280317,1,0,1,1,0,1,0,0,1,0
8481,Y190385,1,0,1,0,1,1,1,0,1,0
8482,G650321,1,0,1,0,0,0,1,1,1,0
8483,P349310,1,0,0,0,1,1,0,1,1,0
8484,T360114,0,1,1,0,0,0,1,1,0,1
8485,B128794,1,1,1,0,1,0,1,1,0,1
8486,Y180853,0,1,0,0,0,1,0,1,1,0
8487,X890251,1,0,0,1,0,1,0,1,0,1
8488,S550433,0,1,0,1,1,0,0,1,0,1
8489,Z327230,1,0,0,0,0,0,1,0,1,0
8490,Z748506,1,1,0,0,1,1,0,0,0,1
8491,U821333,1,1,0,0,0,0,1,1,0,1
8492,P222800,1,0,0,0,1,0,1,1,0,1
8493,W52065,1,1,0,0,1,1,1,1,0,0
8494,Q345034,1,0,1,1,0,1,0,1,1,0
8495,W987217,1,0,1,0,0,0,1,0,0,1
8496,L595428,1,1,1,0,0,0,1,0,1,0
8497,D808028,1,0,1,1,1,0,1,0,0,1
8498,A776577,1,0,0,0,1,1,1,1,1,0
8499,R407604,1,1,1,1,0,0,0,1,0,1
8500,W17115,0,1,0,0,0,1,1,1,0,1
8501,B950646,1,1,0,0,0,1,0,1,1,0
8502,X33849,1,0,0,1,1,0,1,1,1,0
8503,S58503,1,1,1,0,0,1,1,0,0,1
8504,N253276,1,0,0,0,1,0,1,0,0,1
8505,W405865,1,1,1,0,0,1,1,1,1,0
8506,N247032,1,1,0,1,0,0,1,1,0,1
8507,Z858434,1,1,1,0,1,1,1,1,0,1
8508,B385712,1,1,1,1,0,0,1,0,0,0
8509,K783774,1,0,1,0,0,1,1,0,1,0
8510,J88059,1,0,0,0,1,1,0,0,0,0
8511,N112517,1,0,0,1,0,0,0,1,0,1
8512,K798113,0,0,0,0,0,1,0,1,1,0
8513,K879725,1,1,0,0,1,1,0,1,0,0
8514,M899572,1,1,0,1,1,0,0,1,0,1
8515,I249423,1,0,1,0,1,1,1,1,0,0
8516,V879846,1,0,0,1,0,0,1,0,1,0
8517,B361009,1,0,1,0,0,1,0,1,0,1
8518,S911015,0,1,0,0,0,0,0,1,0,1
8519,O790940,1,0,1,0,0,1,1,1,0,0
8520,U567243,1,0,1,1,1,1,0,1,0,1
8521,C757251,1,0,0,1,1,0,1,1,1,0
8522,P781692,0,1,1,1,0,0,1,0,1,0
8523,J07300,1,0,0,0,0,1,1,1,0,1
8524,S497913,1,0,1,0,0,1,1,0,0,0
8525,D155978,0,1,1,0,1,0,1,1,0,1
8526,Z296805,1,0,1,1,0,0,1,1,0,1
8527,F914979,1,0,0,1,1,1,1,0,1,0
8528,N200102,1,0,1,0,1,0,0,1,0,1
8529,X178794,1,0,1,0,1,0,1,1,0,0
8530,E85379,1,0,1,0,0,1,0,1,0,0
8531,D820355,1,0,1,1,0,0,0,0,0,1
8532,C693256,1,0,0,0,0,1,0,1,1,0
8533,A05946,0,0,0,0,0,1,1,1,0,1
8534,R768749,1,0,0,0,0,0,1,1,0,1
8535,Y361686,1,0,1,1,1,0,1,1,1,0
8536,A765364,0,0,1,1,0,1,0,0,1,0
8537,D123626,1,0,0,0,0,1,0,0,0,0
8538,N780122,1,1,0,1,1,1,1,1,0,1
8539,V635970,1,0,0,1,0,1,1,1,0,1
8540,M24464,1,0,0,1,0,0,1,0,1,0
8541,N15974,1,0,0,0,0,1,0,1,0,1
8542,K999820,1,1,1,0,1,1,1,0,0,1
8543,O583603,1,0,0,0,1,0,0,0,1,0
8544,Z718044,1,1,1,0,1,0,1,1,1,0
8545,T716617,1,1,0,1,1,0,1,0,0,0
8546,C595221,1,1,0,0,0,0,1,0,0,0
8547,X167846,1,1,0,0,0,1,1,0,1,0
8548,R42493,1,0,0,1,1,1,0,1,1,0
8549,E802487,1,1,1,1,1,1,0,1,0,1
8550,A464657,1,0,0,0,0,0,0,1,0,1
8551,Q89705,1,0,1,0,0,0,0,0,1,0
8552,I718942,1,0,0,0,0,0,0,1,1,0
8553,P725200,1,1,0,0,1,1,1,1,1,0
8554,V116281,1,1,0,0,0,0,0,1,1,0
8555,N627924,1,0,0,0,1,1,0,1,1,0
8556,Y908580,1,0,1,0,0,0,1,1,0,1
8557,E674288,1,1,1,0,0,0,1,1,0,0
8558,P606795,1,0,1,0,1,0,1,0,0,1
8559,V49732,1,1,1,0,0,1,1,1,0,0
8560,D302447,1,0,1,0,1,0,1,1,1,0
8561,N871548,1,1,0,1,1,0,1,1,0,0
8562,W622288,1,0,1,0,1,0,0,1,0,0
8563,D885615,0,1,0,0,0,1,0,1,1,0
8564,W403395,1,0,1,1,0,1,0,1,0,1
8565,M754335,1,0,0,0,1,1,1,0,0,1
8566,M170761,1,0,0,1,1,1,0,1,0,1
8567,I488605,1,0,0,1,0,0,0,0,0,0
8568,Q206821,1,0,0,1,1,1,1,0,1,0
8569,W965504,1,1,1,1,1,0,1,0,0,0
8570,R17437,0,0,0,1,1,0,0,1,1,0
8571,C129717,1,0,0,0,0,0,0,1,0,1
8572,Z494784,1,1,0,0,0,0,1,1,1,0
8573,M105252,1,1,0,1,0,0,0,0,0,0
8574,E520181,0,0,1,1,0,0,1,1,0,1
8575,Q937859,1,0,1,1,0,0,1,1,0,1
8576,S300408,1,0,0,1,1,0,1,1,0,1
8577,N634323,1,1,0,1,0,1,0,0,0,1
8578,L275972,1,1,1,0,0,0,0,0,0,0
8579,D905118,1,0,0,0,0,1,0,1,0,0
8580,S988571,1,0,0,0,0,0,0,1,1,0
8581,Q642363,0,0,1,1,0,0,0,1,0,1
8582,H396745,1,1,1,0,1,0,1,0,0,1
8583,W87449,1,1,1,0,0,0,0,1,0,0
8584,I580698,1,1,0,0,0,1,1,0,0,1
8585,N522883,1,1,0,1,0,0,1,0,1,0
8586,C35778,1,1,1,1,0,1,0,1,0,0
8587,B980720,1,0,0,0,0,1,1,1,0,1
8588,P15322,1,0,0,0,1,1,1,0,0,1
8589,F757012,1,1,1,0,1,0,1,1,0,1
8590,D745773,1,0,1,0,0,0,0,1,1,0
8591,T130709,1,0,1,0,0,0,0,1,0,1
8592,B83164,1,1,1,0,1,1,1,0,0,0
8593,P484759,1,0,1,0,1,1,1,0,0,1
8594,K43066,1,0,0,0,1,1,1,1,0,1
8595,E936988,1,0,0,0,1,1,1,0,0,0
8596,K299226,0,0,0,1,0,1,1,1,0,1
8597,C112139,1,0,0,0,0,0,0,1,0,1
8598,T377657,1,0,1,0,0,0,0,1,0,0
8599,K894220,1,0,1,0,0,0,1,0,0,1
8600,Z909144,0,0,1,0,1,0,1,1,1,0
8601,D153017,1,0,1,0,1,0,1,1,0,1
8602,O758268,1,0,0,1,0,0,0,1,1,0
8603,H901574,1,0,1,0,0,1,0,0,0,1
8604,L96424,1,0,0,0,1,0,1,1,0,1
8605,M30051,1,0,0,1,0,0,1,1,0,1
8606,G426825,1,0,0,0,0,0,1,1,0,0
8607,T444872,1,0,0,1,1,0,1,0,0,0
8608,W389014,1,0,1,1,0,0,0,1,0,0
8609,Z987566,1,0,0,0,1,0,1,0,0,1
8610,S987291,1,0,0,1,0,1,0,0,1,0
8611,M837325,1,0,0,0,0,1,0,0,0,0
8612,Z13801,1,1,1,0,0,0,1,1,0,1
8613,I938194,1,0,1,0,0,1,0,0,0,1
8614,J101078,1,1,0,1,0,1,1,1,0,1
8615,Q875442,1,0,0,0,0,1,1,0,1,0
8616,O535543,1,0,1,0,0,0,0,0,0,0
8617,A06667,1,0,1,1,1,0,1,0,1,0
8618,O985470,1,0,1,0,1,0,1,1,0,1
8619,I439618,1,0,1,1,0,0,0,1,1,0
8620,F175070,0,0,0,1,0,0,0,1,1,0
8621,B369784,1,0,0,0,0,0,1,0,0,1
8622,P711855,1,0,1,1,0,0,0,0,1,0
8623,U505928,1,1,0,1,1,0,1,0,0,1
8624,Z944286,0,0,0,1,1,1,1,1,1,0
8625,Z676567,1,0,1,0,0,1,1,1,0,1
8626,H378203,1,1,1,0,0,0,0,0,0,1
8627,Y162835,0,1,1,0,1,0,1,0,1,0
8628,G88174,1,1,1,0,0,0,0,0,0,1
8629,H247640,1,1,0,0,0,0,0,1,0,1
8630,D545228,1,0,1,0,1,0,1,1,1,0
8631,J115166,1,0,1,0,1,0,1,1,0,1
8632,P319624,1,1,1,1,0,0,1,1,0,0
8633,B136240,1,1,1,0,1,1,0,1,0,1
8634,G851411,1,1,0,0,0,1,0,0,0,1
8635,Q186415,1,0,1,1,0,0,1,1,0,1
8636,K412150,1,0,0,0,1,0,1,0,1,0
8637,J562044,1,1,1,0,0,0,0,0,0,1
